,name,desc,date
1350,Heron Point,"Outpatient care for seniors with memory loss issues (dementia, Alzheimer's, etc.)
https://www.heronpointcare.com/

Device for senior living facilities to preemptively track potential resident falls.
https://www.heronpointtech.com/

Founder is Edward Schembor, WSE '16 in CS, ex-Amazon PM
https://www.linkedin.com/in/edwardschembor/

Yury Yakubchyk is listed as an early investor",2021-09-13T16:00:06.117Z
1351,Origami Labs,"Origami Labs is essentially creating wearables that can be used in business operations (most specifically hospitality applications). Building on the traditional earpiece, their device aims to provide greater efficiency and autonomy to be able to access and use information without needing to see it on a screen.

https://www.oflo.io/, to date have raised $3.4 million from accelerators/incubators in Hong Kong. https://www.crunchbase.com/organization/origami-3#section-funding-rounds

Founder and COO is Marcus Leung-Shea, who got his B.A. in Public Health from Hopkins in 2002.",2021-09-13T18:10:03.361Z
1352,Tradeswell,"Operating system for real-time commerce.

https://www.linkedin.com/in/markkettner/

Raised a Series A",2021-09-28T17:40:38.493Z
1353,Pillar Life,"https://www.pillar.app/

Hopkins Connect:Eyal Foni BS Computer Science - Software Engineer- knows Beckie
https://www.linkedin.com/in/eyal-foni-214945a8/

Pillar’s goal is to help students pay back their student loans. Their app is available on the App Store and Google Play Store. It is a central place to track your loans and make payments. The app notifies their users how to make payments and save money.

Pillar has a solid backing of current investors (execs at Robinhood and Slack).
Raised 5.5M Seed Round",2021-09-28T17:45:03.039Z
1354,PlateletBio,"https://www.linkedin.com/in/young-john-choi-9541b618/

www.plateletbio.com

Raised some grant money; cell based therapeutics",2021-10-21T16:26:08.013Z
1355,DiversityDB,https://www.diversitydb.com/,2021-11-07T22:14:53.003Z
1356,Canoe,"B2C product suggestion and brand discovery platform. Works as an add-on to chrome and integrates with social media to show products from influencers, etc. that you might be connected to.

Frank Giuliano is the JHU connect - dropped out to attend Babson
https://www.linkedin.com/in/frankgiuliano/

Jawad (https://www.linkedin.com/in/jalkahwa/) is CEO
Daniel (https://www.linkedin.com/in/danielgavigan/) part time leadership role

Had conversation - raising in October 2020. Founding team from Sonder, really strong on call. ",2021-11-07T22:34:46.816Z
1357,Trix,"https://trix.co
https://www.linkedin.com/in/david-feldman/
camera app that prevents facial recognition, founded 2020
google=>accenture=>pm
",2021-11-07T22:35:45.619Z
1358,Element Energy,"Element Energy’s Cell-Level BMS (CLB) utilizes adaptive cell-learning algorithms to improve the safety, energy throughput and lifetime of large lithium-ion battery packs.  We aim to make grid-tied energy storage safer and more dependable, with levelized cost of storage up to 50% lower than is possible with conventional battery management systems (BMS).

Website: www.elementenergy.com
Connect: https://www.linkedin.com/in/anthony-stratakos-748023125/",2021-11-11T00:30:54.168Z
1359,Circulomics,"Circulomics is a Maryland biotechnology company that spun out of a $14M Cancer Nanomedicine Center at Johns Hopkins to commercialize micro- and nanotechnology enabled tools for biomarker analysis and cancer diagnostics. 
https://www.linkedin.com/company-beta/2825962/?pathWildcard=2825962",2022-03-08T05:43:41.343Z
1360,Avitus Orthopaedics (duplicate),"The Avitus® Bone Harvester is intended to harvest cancellous bone and marrow.

CEO: https://www.linkedin.com/in/neilshah38/

Funding: $1M, already has Series A",2019-01-31T22:17:00.275Z
1361,orign,"https://myorign.com/

Insurance company working to enable those with low credit scores to get insurance.  They do this by tracking further transactions the consumers may have made that are not accounted for in a credit rating. ",2019-03-18T16:20:07.634Z
1362,BeautifulAI,,2019-04-02T00:04:59.298Z
1363,Ascelpix,,2019-09-11T23:38:51.365Z
1364,Origin,,2019-10-06T17:27:56.161Z
1365,Gretel Labs/Gretel.ai,"Hop Connect: Alexander Watson 
We enable developers to safely and quickly experiment, collaborate, and build with customer data.
We believe that access to data needs to become easier, more accessible, and open.  We are innovating with privacy-enhancing technologies that streamline developer access to data instead of limiting it. On top of this, our machine learning models help developers make sense of their data, and to automate joining data with complementary open source datasets, private datasets, or anything in between. 
",2020-02-25T22:28:04.861Z
1366,Qyrpt,Kevin Chalker from SAIS is founder,2020-05-19T15:47:55.951Z
1367,Reality AI,,2020-07-26T16:13:18.166Z
1368,Avhana Health,,2020-09-29T01:02:08.686Z
1369,Alek Koenig https://www.linkedin.com/in/alek-koenig/,(Schwartz is connected to him) ,2020-11-03T20:16:31.130Z
1370,Sridhar Krishna Nemala healthcare stealth company https://www.linkedin.com/in/sridhar-krishna-nemala-a1384014/,,2020-11-03T20:16:44.256Z
1371,Revalo,,2020-12-03T19:48:35.322Z
1372,Front,"Founder: Bam Azizi (https://www.linkedin.com/in/bam-azizi-54117310a/)

What does this company do? - front.org
Front is the first investing platform to give investors beyond Wall Street, access to smart investing insights and powerful FISCO risk scoring technology. The Front app makes smart investing simple and connects to popular trading apps, so people can invest with confidence. Company still in early stages.

Why is this interesting?
Personal investing is at an all time high, platforms that can offer professional-grade insights will be needed. Successful entrepreneur with a previous exit.",2020-12-10T20:12:31.095Z
1373,Roper,"https://www.linkedin.com/in/garigan/
https://www.ropertag.com

We help ranchers boost productivity and reduce losses with a solar-powered, GPS-enabled ear-tag for beef cattle. GPS-steered tractors revolutionized farming and now we are using this same idea to revolutionize beef production. And we're taking it to the next level with health monitoring, so ranchers can maximize herd fertility and nutrition, sustainably manage grazing, and pinpoint animals that are sick or distressed.",2021-01-04T21:54:01.844Z
1374,Saga,"Hopkins connection: https://www.linkedin.com/in/andrew-p-overton/
https://trysaga.com/
Save the life story of a loved one on audio. It's basically like getting a podcast of your grandma's childhood stories--we send weekly prompts, they dial our voice recorder to record and share. It's easy for anyone to use, no app download or typing needed.
",2020-10-18T16:24:01.505Z
1375,Gretel.ai,"Gretel can help speed up development workflows and enable your team to move quickly, efficiently, and safely.

Basically, provide safe and easy to use APIs.

Raised $12M in October 2020 ($3M seed round in Jan 2020)

Connect: Alexander Watson (MS in Computer Engineering ""in progress?"", IU CS)
",2021-09-13T15:50:53.887Z
1376,Leverage,"Leverage is a systems integrator and end-to-end solutions provider with fully integrated products that accelerate the deployment of any IoT project.

Connect: Eric Conn 
",2021-09-13T15:51:24.261Z
1377,Valtix,"Valtix protects applications and services with the first multi-cloud Network Security Platform delivered as a Service

Raised a series A ($ 12.5M)in Jan 2021 (Cisco Investments was lead investor)

Connect: Douglas Murray (Carey, Columbia Business School, Colgate Undergrad)
",2021-09-13T15:52:16.313Z
1378,Personix,"Personix is a SaaS tool that analyzes recorded customer conversations and extracts product decision insights. They aim at maximizing value from customer conversations for companies, thus saving millions in customer satisfaction/feedback analysis. 
Gabriel Ramirez: CTO
Not too much information out there (founded in 2021). But it seems like they've raised a total of 6.5k in total so far. ",2021-09-13T15:52:53.877Z
1379,Halcyon Health,"Halcyon Health offers the first virtual addiction care program that’s truly personalized for you and adapts to your life at every step of your journey towards lasting recovery. 

Hopkins Connect: Andrew Bryk (MPH' 19) https://www.linkedin.com/in/andrewjbryk/
Co-Founder: Josh Nussbaum 
https://www.linkedin.com/in/josh-nussbaum-58235550/
Website: https://www.halcyonhealth.co/",2021-09-13T21:33:29.626Z
1380,Cage Pharma,"r. vogelstein is on bod (https://www.linkedin.com/in/r-jacob-vogelstein-65821b4/)

http://www.cagephar.ma/

Cage Pharma was founded in late-2017 to develop its lead compound, CP-102, that was discovered in the laboratories of Drs. Bert Vogelstein, Kenneth Kinzler and JF Geschwind at Johns Hopkins School of medicine. CP-102 is a systemically administered, encapsulated anticancer agent that targets cancer by directly attacking one of its key hallmarks, tumor glycolysis.",2021-11-10T21:10:51.232Z
1381,Beacon Health,,2017-02-01T23:27:50.387Z
1382,Eyal Foni,"https://www.linkedin.com/in/eyal-foni-214945a8/

8M Software Engineering @ Addepar (645M USD, D1, WestCap, 8VC, Valor), 1Y 6M Tech Lead @ Pillar (acq by Acorns, 7M USD, Kleiner Perkins, Rainfall), 1Y 2M Blockchain Developer @ Digital Asset (307M USD, Samsung, Goldman Sachs, Salesforce, Accenture, JP Morgan, Citi), 3M Software Engineer @ Cyberwrite (1.7M USD, Speedinvest), 3M Software Engineer @ SolveBio (5.5M USD, a16z, Great Oaks), BS in CS @ JHU",2021-12-30T00:20:52.973Z
1383,Jacob Honig,"https://www.linkedin.com/in/jacobhonig/
11 M Chief Commercial Officer @ Cometeer (35M USD, D1, Greycroft), 3 Y 1 M VP Digital (Ecommerce, Product, Eng, Ops) @ JUUL Labs, 5 Y 7 M Managing Partner @ Proof Customer Care, 11 M VP Ecommerce @ PAX Labs, Inc., 1 Y 3 M VP Marketing and Product @ HONK Technologies (32M USD, Hinge, Altpoint), 1 Y 11 M Founder + CEO @ Honig Exports, 1 Y 3 M Co-founder + COO @ Octocall, 2 Y 2 M Work@ @ Threadflip (21M USD, Norwest, Shasta), 1 Y Business Development @ Causes, 2 Y 2 M Junior Trader @ Integral Derivatives, 3 M Summer Analyst- MBS Trading @ Bear Stearns
BA'08",2021-11-10T22:04:50.657Z
1384,Greg Seong,https://www.linkedin.com/in/greg-seong-220b5969/,2021-09-02T15:30:19.423Z
1385,Piyush Poddar,https://www.linkedin.com/in/ppoddar1/,2021-09-01T16:08:15.307Z
1386,"""Stealth"" Companies",Many startup employees/founders describe themselves as employed by 'stealth' companies in their LinkedIn profiles.  I will try to track some of them here.,2021-03-12T20:21:35.425Z
1387,Fahad Hassan,"https://www.linkedin.com/in/fahadhassan1/

Unclear connection to JHU, strong background @ Activant Capital & Convoy",2021-02-02T22:46:18.295Z
1388,"Tony Wang, Machine Learning in Healthcare https://www.linkedin.com/in/tonywang124/",,2019-12-26T17:07:04.012Z
1389,Carter Burns Stealth Mode Blockchain/AI Startup https://www.linkedin.com/in/carter-w-burns/,,2019-12-26T23:00:57.189Z
1390,Lucas Broganer Energy Storage Stealth Company https://www.linkedin.com/in/lucasbroganer/,,2019-12-26T17:07:11.087Z
1391,Daniel Elkin Avo https://www.linkedin.com/in/daniel-elkin-67862750/,,2021-04-03T04:21:53.848Z
1392,Carol Reiley Healthcare stealth company (Forbes Top 50 Women in tech) https://www.linkedin.com/in/carol-reiley-7a91072/,,2019-12-26T17:09:34.563Z
1393,Quiver,"https://www.linkedin.com/in/michele-abraham-9405821b0/

Founder Institute Accelerator, Feb 2021",2021-01-04T16:39:09.730Z
1394,Ronday,"From Tim's LinkedIn:
""Now building a new kind of online platform. Zoom is great for 2-5 people, but beyond that, the UX does not scale. We are solving the problem of more natural, pleasant, and productive group interactions for greater than five people. This is a unique startup opportunity with an experienced, well-funded core team and a great alpha.""

CEO / Founder: Tim Train, B.A. from JHU in IS

Interesting twist on the traditional video conferencing we've grown accustomed to during the pandemic. Stealth startup so there's not much to see yet, but I reached out

Burns and I reached out but they recently closed Seed funding. Tim: ""At some point we might go looking for a Series A, but we'd probably be looking for $30-50m if we get traction with our use case.""",2021-11-07T22:55:05.015Z
1395,Ethan Agarwal,"Previously founder / CEO @ Aaptiv https://www.linkedin.com/in/ethanagarwal/
",2022-04-15T15:37:54.374Z
